ID,Lemma,Human_Label,Full_Sentence
153,see,LITERAL,": I hurried out and followed Lord Hewston upstairs to the office, but he didn't let me see inside. He told me that there was a dead body on the floor and then he locked the room. INSPECTOR HARRISON: Well, Jarvis, that's enough for today, thank you. MARC GARNEAU: When you're down on earth, you live in a world that... that you can see, that surrounds you. That's, maybe, a ten-kilometer circle. When you're up in space, you see a thousand kilometers ahead of you: your sense of time is changed, it takes you an hour and a half to go round the planet. You see this incredibly thin atmosphere that allows life to occur down here, against the backdrop of... of the vast emptiness of space and that is what transforms you because you suddenly realize ""This is my home"" in a way that... you never think of it when you're down on earth... and you know what? We need to take care of it because it"
154,see,NONE,"memorise your part before performing in front of the class. Watch your classmates'performances and vote for your favourite. Which tools can I use? Reading file (thÈ'tre), p. - Interact, p. gmm - L'hypothËse et la projection, p. - L'accentuation, p. , - L'intonation (questions et question-tags), p. , - La subordination de temps, p. U&eful expre&iiom Scene live one's own life stand on one's own two feet think for oneself make up one's own mind think twice about sth see the world open one's eyes to the world get to know other lifestyles see how the other half lives the grass is always greener on the other side to be true to one's traditions be disappointed Theatre play act out rehearse learn one's lines stage fright applaud prompt final run-through comedyplays.co.uk/cpv /scripts/spf.pdf stagechannel.com/index.php The Amish Access to safe water is a fundamental human need and, therefore, a basic human right. DOOR TO liIRTER in Rf RICH Visions d'avenir : creations et adaptations Anticipation des crises et des risques Lessons and"
155,look,IDIOMATIC,"leisure activities private. How does it work? Mobile phone tracking is set up using the SIM card. When a tracker (e. g. a parent) has registered as a user, he or she can make searches online from a computer or a mobile. How do you avoid being tracked? Tracking companies are legally obliged to ask permission from the tracked person, and then to offer alternatives. For instance, a tracked teenager can stop the tracking company operating at weekends. If you suspect you're being tracked, look out for suspicious text messages, and keep your mobile switched off when you don't need to receive any calls. S Writing: Using the Internet Judy helps to organise her school's Computer Club. Everybody wants younger students to use the Internet the right way, so Judy has started to prepare a list of ""Dos and don'ts for the Internet"". Finish her list, then write her article for the club website. Write about words. Dos ... Don'ts ... • surf for info • use real name • watch"
156,break,NONE,B answers: Perhaps you need to lighten up a little at the movies? Mostly C answers: Why do you go to the cinema at all? It's obvious that you're just not into films! SPEAKING EXERCISES Irregular verbs Irregular verbs Base Past Past Base Past Past form simple participle form simple participle bear bore borne shut shut shut beat beat beaten sing sang sung begin began begun sink sank sunk bend bent bent sit sat sat bet bet bet sleep slept slept bite bit bitten speak spoke spoken blow blew blown speed sped sped break broke broken spend spent spent bring brought brought spread spread spread build built built stand stood stood choose chose chosen steal stole stolen cost cost cost stick stuck stuck cut cut cut swear swore sworn deal dealt dealt sweep swept swept draw drew drawn swim swam swum drive drove driven tear tore torn eat ate eaten think thought thought fall fell fallen throw threw thrown feed fed fed wake woke woken feel felt felt wear wore worn fight fought fought win won won find found found write wrote written fly flew flown forget forgot forgotten grow grew grown hang hung
157,take,IDIOMATIC,Do you believe we should take this opportunity to expand into new markets?
158,look,LITERAL,"We should look around for a cool place to eat tonight, I'm starving."
159,take,IDIOMATIC,"At first, there are a few cyclists standing on a pavement. Unit Manchester, UK, Oxford Street Bringing about change O a) p Make a list of issues you care about (local, national or global) and explain why they are important. Then agree on one issue you would like to take action on. b) p Look at the ideas in the box and discuss which action(s) you would take on your issue. make a poster start an initiative on social media start/sign a petition take part in a sit-in organize/go to a flashmob/demonstration/... go on a march • go on strike boycott a product/company ... c) Present your ideas to the class. EXTRA Tell the class about any experience of collective action you have had (e.g. flashmob demonstration, protest, ... ). At the end of this unit: Give a short talk or presentation about an issue of public interest and explain your opinion about it. Workbook (p. ) Part A The Standing March, Paris 0 Look at"
160,hold,IDIOMATIC,"choose their head of state, the Queen (or King), who is born to the job. Opinion polls show that most Britons would like a more democratic House of Lords. However, the monarchy is very popular, with between 0 and 0 percent of the people wanting to keep it. Referendums and initiatives In a referendum, the people are asked by the legislature to vote on a single issue. In an initiative, citizens who want to change the law collect signatures. If they collect enough, a vote is held . In the USA, referendums and especially initiatives are very common and are held in about half of the 0 states. Examples of initiatives include votes on cigarette taxes, on the minimum wage and on banning the death penalty. There are no referendums or initiatives at federal level. In the UK, there are no initiatives, and referendums are only held on big issues. In the last 0 years, there have been three nationwide referendums. • Britons voted by to percent to join the EEC (later the European Union)"
161,take,IDIOMATIC,Take notes during the safety briefing.
162,see,IDIOMATIC,See to it that your identification is readily available upon entry.
163,see,LITERAL,Have you seen the updated project brief for next quarter?
164,keep,IDIOMATIC,"I always try to keep my promises, you know?"
165,take,LITERAL,"two sentences for each reason. A We don't knowthe agent (the person/people orthing that did the action). If we knew, we'd probably mention it. We could say who the agent is/ are, but it's unnecessary. C People in general are the agent. D The agent is new information. Using the passive puts it at the end of the sentence, which emphasizes it. My bike was stolen from outside the school. The new swimming pool was completed last week. My uncle took his car to the garage. It was crushed by a falling tree. You were called at . The caller left no message. It's well known that Formula drivers earn huge salaries. I went for a check-up, but I wasn't seen by my usual dentist. Passengers with children will be asked to board first. Therulesofcricketarethoughttobecomplicated. must mustn't can can't might might not may may not should shouldn't could couldn't In pairs, read situations - . For each one, decide which explanation is more likely,"
166,take,NONE,"b] boat • [p] pool • [d] dad • [t] ten • [g] good • [k] cat • [m] mum • [n] no • [g] song • [l] hello • [r] red • [w] we • [j] you Unit Vocabulary (to) persuade [pa'sweid] überreden I didn't want to go at first, but Paul ~d me that it would be fun. persuader persuadere (to) take notice (of sth.) ['naütis] auf etwas aufmerksam werden, etwas zur Kenntnis nehmen notare (bemerken) attention [a'tenjn] Aufmerksamkeit F) l'attention (f) attentus, -a, -um (aufmerksam) attention (to) draw attention to sth. How can we draw attention to the slaughter auf etwas aufmerksam machen; of dolphins in Japanese waters? die Aufmerksamkeit auf etwas lenken May I draw your attention to a few mistakes? (to) attract/catch/grab sb"
167,drop,LITERAL,"Oops, I accidentally dropped my phone again!"
168,make,IDIOMATIC,"... without thinking ... by helping others ... . People in democratic countries often enjoy their rights without . Many think they will always have their rights, in spite of . But apart from . That changes when people really want to change something themselves instead of . People will learn about human rights and democracy most directly by a) seeing people on TV who have to fight for their rights in authoritarian states. b) j ust watching other people protest. c) realizing there is a cause worth fighting for and then trying to make changes themselves. d) thinking of where those rights came from. e) spending a few minutes watching the news on TV every day, few people think about the danger of losing their own rights. WB p. / S b) Translate the sentences into German to show you understand the new construction. Revision: Infinitives with to a) Read what a London girl says about teenage rights. Finish her sentences with the verbs on the right. go out get stay out marry do help be be give get i My parents"
169,see,LITERAL,"To continue, see the instructions displayed on the screen."
170,turn,LITERAL,", artists. The men with stringy hair are musicians, I think. The really ugly ones are politicians, and someone told me the fatties are mostly comedians."" ""That's funny, as in strange,"" Tally said. ""So this is what people looked like before the first pretty? How could anyone stand to open their eyes?"" ""Yeah. It's scary at first. But the weird thing is, if you keep looking at them, you kind of get used to it."" Shay turned to a full-page picture of a woman wearing only some kind of formfitting underwear, like a lacy swimsuit. ""What the ...,"" Tally said. ""Yeah."" The woman looked like she was starving , her ribs thrusting out from her sides, her legs so thin that Tally wondered how they didn't snap under her weight. Her elbows and pelvic bones looked sharp as needles. But there she was, smiling and proudly baring her body, as if she'd just had the operation and didn't realize they"
171,make,NONE,"will.......a cure' for old age by the time I'm . (discover) Have a great birthday tomorrow. I'll of you. (think) By the time the film finishes, you'll asleep, (fall) Write the missing words in the grid and find the mystery phrase (to write on your protest banner). 'L e A F L E T ( P Things you can do to help us: Hand out... in the street Sign our... Go on our... this Sunday. Make a .... Any amount will help. Do some ... work In our office. The mystery phrase is ... b (Circle)the correct verb. The Giant Panda is in danger of dying in / over /(out) unless we do something now. I can't believe it. You've used up /over / on all my printer Ink. You've had that bike since you were ten. It's time you got rid of / out / off It. That factory is really fouling in / up /"
172,make,IDIOMATIC,"different places. Attention Ne pas confondre Le present perfect qui est un temps et Le passif qui est une voix. He has completed the form at the immigration station, (present perfect) The form has been completed , (present perfect et voix passive) El Conjuguez les verbes au temps appropriÈ (presentperfect simple ou present perfect en be V-ing). Indiquez les deux options si possible. The unemployment rate (go) up. -a The unemployment rate has been going/has gone up. a. The government ( make ) a major decision - the situation should change now. b. The politicians (work) hard to find a solution. c. In several European countries they (lower) the wages of civil servants. d. The Greek prime minister (resign). V. Le prÈtÈrit simpLe IL sert exprimer des actions et des pensÈes qui ont eu Lieu dans Le passÈ. Le prÈtÈrit est Le temps du rÈcit, de La narration. ILs'empLoie avec des marqueurs chronologiques comment the beginning, then, afterwards, suddenly qui dÈcrivent L'action qui"
173,make,IDIOMATIC,games all ended player on the rink. He's so : . [ Write adjectives in the word grid to describe each person and find the mystery word. Bobby always understands how I feel and he's always ready to listen to my problems. Jenny's always so pleased with everything that she does. It annoys me a bit. Henry doesn't always pay attention to what he does and that's why he makes mistakes. Kevin always says things to make people feel good about themselves. Sue is really funny. She makes me laugh a lot. The mystery word is... 'S Y M P A T H E T / C How did you do? Check your score. r Total score Very good OK Not very good Grammar - - less than Vocabulary - - less than ....... .. J G Read and listen Read the extract from a TV guide. Have you ever seen this TV programme? Complete the statements. The last time Doctor Who was seen regularly on TV was.............. The character Doctor Who is a Doctor Who works with an____________
174,run,IDIOMATIC,"under pressure. What makes you want to work in the advertising industry, Mr Walters? Phil has been waiting for that question. Well, I'm really creative. And that's what's needed, right? I'm also a great writer. I love playing with words, summing up the gist of things, coming up with catchy slogans - that sort of thing, you know? Yes, I understand. Do you have any experience in advertising yet? Well, for the past couple of years I've been running our school paper, which I also write for. I also find local companies which can place their ads in our paper. Interesting. But you realise that the job we have on offer is that of an office assistant, right? What do you think the job will require of you? Give me a task and I'll get it done! I'm a real go-getter, you know. A problem solver. That's my biggest strength. So, I've been doing lots of promo work like handing out leaflets"
175,hold,IDIOMATIC,Does this agreement hold validity across all our international branches?
176,run,IDIOMATIC,Run the cable under the carpet to keep it tidy.
177,break,IDIOMATIC,They decided to break up because they wanted different things.
178,make,IDIOMATIC,"based on the criteria mentioned above, and why you think so. -> A / A Jonathan Webb of the BBC presents an interesting subject: that teenagers need more sleep. I can totally relate to that! But I can't relate to every aspect of how this article was written. The author's style is objective, and he d°es a good job of presenting basic facts together with quotes from experts. However, he doesn't always do a good job of presenting the topic cleariy. Fot example, he makes the mistake of using pretty language ('ebb and flow') or using terms that are too big and scientific ('cognitive', 'metabolism'). Huh? Who wants to read stuff like that?! I don'H In the end, the writer does his job, but using simpler terms would make the contort more interesting and easier to read. B The report by Jonathan Webb of the BBC aims to _inform the reader about sleep deprivation as a general problem for society. Rest the writer offers plenty"
179,hold,IDIOMATIC,"Yeah, I'll hold onto these concert tickets for you until the show."
180,break,IDIOMATIC,Please break down the larger cartons for recycling.
181,look,LITERAL,"a joke. Narrator: ((new track)) I watch Nona as she starts to work. She begins by colouring in the holes in the letters – the a's, the o's, the d's, the e's. By the end of the lesson they are all filled in. I lean forward and see she's also drawn in the left margin, decorating it with swirls and ... are they turtles? I can't quite make it out from my desk. It's beautiful, though. Selena catches me looking and underlines her previous words: primary school. Miss Fuller passes Nona and sees what she's doing. I wait for a reaction but our teacher just nods and smiles and walks on. Selena whispers, ""Can you imagine if one of us did that?"" Selena always talks like that. Us and them. Näpaki and Yolnu. She's right, though. If a Näpaki kid – a non-Aboriginal kid – did that Miss Fuller would be telling them to start working or stay and do it in detention. Selena"
182,make,IDIOMATIC,"expressions and words you see on the screen. Watch again, listen to it carefully and write down the keywords. Reformulate what you have understood and exchange with your classmates. it Michaela -Youth Volunteer of the Year She volunteers as a Junior Leader for the Blayney Star Girl Guides by planning, running and organising activities for girls aged - . The goal of these activities is to teach the girls skills they can use in their everyday lives that empower them to be confident, self-respecting and responsible community members. Volunteering allows you to make a difference, no matter how small, to the lives of others."" dud Comment on the sentence ""... when you volunteer, it does change you as a person."" DCS!! Mi Discuss the benefits of volunteering locally and say how it can help teenagers to feel more responsible and mature. ££ Anna - volunteer I want to know that I have helped at least one young person to get active in our community in some way Just before Anna left high school, she became involved with her local youth council..."
183,keep,LITERAL,Keep your hands inside the vehicle during the ride.
184,make,IDIOMATIC,Is it possible to make some adjustments to the current report?
185,turn,IDIOMATIC,I'm going to turn on the TV and just relax for a bit.
186,see,LITERAL,Could you please clarify your proposed solution so we may fully see its advantages?
187,hold,LITERAL,"period, you get floods. Sometimes the only way to rescue people is by helicopter. KABC: And there are mudslides too. They're said to go hand in hand with wildfires, aren't they? Mario: Yes, that's another major problem. People love to build nice homes on a beautiful hillside with a view, but then you get a lot of rain followed by a mudslide, followed by collapsed houses half-covered in mud. KABC: Yes. The fires destroy the trees, so there is nothing to hold the soil in place when the rain comes, is there? Mario: You know your stuff! Should I get my boss to interview you for a job? KABC: Ha ha! No, thanks. For that kind of job you need to be willing to risk your life. I'm not that brave. Mario: You were right about the trees, of course, but it isn't just fire that's causing this problem. People aren't supposed to cut down trees but they do it anyway, especially"
188,hold,IDIOMATIC,I can totally hold your spot in line if you need to grab something.
189,take,LITERAL,". threat [ ret] Drohung, Bedrohung, Androhung He said he would beat me up, but it was just an empty ~. anonymous [a'nonimas] anonym f • stress: anonymous [a'nonimas] anonyme prime minister [,praim 'minista] Premierminister/in The British prime ~ lives at 0 Downing Street. le premier ministre/la première ministre ministry ['ministri] Ministerium f • stress: ministry ['ministri] le ministère slaughter ['sloita] Schlachtung; Abschlachten Pigs are often taken to ~ by lorry. Ten thousand soldiers died in the ~. anger ['$riga] Wut, Zorn adj: angry - noun: anger off the coast vor der Küste The ship sank two miles ~ the coast of Devon. cove [kauv] (kleine) Bucht either ... or ... ['ai a], ['ii a] entweder ... oder ... t's up to you: either you stay ~ you leave now. alcohol ['lkahol] Alkohol l'alcool (m) licence"
190,make,IDIOMATIC,"except the Law Lords). a Archbishops, bishops and life peers appointed by Sovereign on recommendation of Prime Minister The people elect a government for a maximum period of five years. The candidate who polls the most votes in a constituency is elected Member of Parliament in the House of Commons. A history of Parliament John, who became King of England in , was unsuccessful in war. He lost most of his land in France. He asked his barons to give him more money, but they refused. When he tried to make them pay heavy taxes, they rebelled. In they formed an army, captured London and forced John to sign a treaty. It was called Magna Carta and is one of the most important documents in English history. Most people at that time were not rich barons and churchmen, but poor peasants working on the barons' land. Magna Carta did not mention them. But the document was important because it did limit the king's power. Also, it formed the basis for the first Parliament, which was called by Edward I in"
191,hold,IDIOMATIC,Might we hold off on a final decision until we acquire more information?
192,see,LITERAL,Have you had the opportunity to see the revised policy document yet?
193,make,IDIOMATIC,"only relevant information. Now you will write a paragraph expressing your opinion on a topic. You will have minutes to plan and write your response. Be sure to include reasons and examples to support your opinion. Write in complete sentences. When you are finished writing, check your response for grammar, spelling, and punctuation. Your paragraph should be between and words long. Some people think that posting photos on social- networking sites is a great way to stay in touch with friends around the world. Others think these posts make public parts of life that should be private. What do you think? Prepare for Cambridge Exams Unit < C READING ) Putting the sentences back into a text ABOUT THE In this part of the exam, you have to read a text from which six sentences have been removed. The missing sentences are provided and you have to complete the gaps with them. There is one extra sentence which you do not need to use. Read the Tip. Then, in pairs, match sentences - to A-C. Discuss which words"
194,see,IDIOMATIC,See the emergency exits clearly marked with a green sign.
195,take,LITERAL,". He (know) that the boy (watch) him but he (not - say) anything. Mettez les verbes entre parentheses au preterit simple ou au pluperfect a. They (sit) down and (eat) the cold rice that his wife (cook) for him the day before. When they (finish) eating, they (pack) their things and (stand up). c. After a while, it (become) clear that they (lose) their way. d. He ( take ) out of his backpack all the things he (bring) with him. e. He suddenly (remember) that he (leave) his watch in the car. The sky is the limit ?rammaire de I'oral Prononcer la marque -ed du preterit Distinguer le preterit de la base verbale. Prononcez pour chaque exemple la base verbale et le preterit correspondant. Dites dans chaque cas si la terminaison -ed a implique I'ajout d'une syllabe a I'oral. Ensuite, verifiez a I'ecoute. a. want / wanted d"
196,see,IDIOMATIC,"After all that, I really see your point."
197,see,NONE,"geheim III satellite [' sxtlait] Satellit V U , primary school ['praimri,sku:l] Grundschule I section ['sekjn] Abschnitt; Paragraf II two hundred and forty-four security [si'kjuarati] Sicherheit; Schutz; Wachdienst; Wach-; Sicherheits- III to see [si:] sehen I to see the bigger picture [si: öa ,biga 'piktfa] über den Tellerrand hinausschauen IV See you! [' si: ja] Bis dann!; Bis ... I I can't see the point of ... [ai,ka:nt si: öa 'paint-av] Ich sehe keinen Sinn darin ... IV Wait and see! [weit-and' si:] Warte ab! I to seem [si:m] scheinen III to seep [si:p] sickern (V U , ) segregation [segri' geifn] Segregation; Trennung; Rassentrennung V AC , to select [si'lekt] auswählen; aussuchen V U , selection [si'lekjn] Auswahl; Auswahl- V U , self"
198,make,IDIOMATIC,"life here,"" said Chanu, ""but I hardly left these few streets."" He stared out of the bus window at the grimy colours of Bethnal Green Road. ""All this time I have been struggling and struggling, and I barely had time to lift my head and look around."" They sat at the front of the bus, on the top deck. Chanu shared a seat with Nazneen, and Shahana and Bibi sat across the aisle. Nazneen crossed her ankles and tucked her feet beneath the seat to make way for the two plastic carrier bags that con- tained their picnic. ""You'll stink the bus out,"" Shahana had said. ""I'm not sitting with you."" But she had not moved away. ""It's like this,"" said Chanu, ""when you have all the time in the world to see something, you don't bother to see it. Now that we are going home, I have become a tourist."" He pulled his sunglasses from his forehead onto his nose."
199,keep,IDIOMATIC,"He's really good at keeping secrets, so you can tell him anything."
200,see,IDIOMATIC,"Yeah, I'll see you later, maybe at the cafe."
